trial,Controller,RMSE_theta,RMSE_theta_max,IAE_theta,peak_theta,peak_theta_mean,peak_u,peak_uabs,energy_u,energy_uabs,energy_z,duty_du,duty_abs,duty_normsat,rho,unstable
53,NoRelax-ProposedActive,0.0265539,0.0296004,0.284494,0.0922878,0.0880761,0.529117,0.555337,0.111335,0.379534,20.828,0,0.05,0.0133333,0.914962,0
53,QS-Hinf,0.0380618,0.0479265,0.474023,0.0952191,0.0774103,0.39921,0.422061,0.0301155,0.188322,9.986,0,0.0266667,0,0.993568,0
53,PDL-Hinf,0.0387007,0.0461193,0.397708,0.149042,0.14095,0.555054,0.621618,0.1701,0.486596,24.7025,0,0.06,0.0333333,0.880639,0
53,RobustLQR,0.0286181,0.0361591,0.33844,0.0790447,0.0642797,0.401733,0.426838,0.0462333,0.228442,11.2008,0,0.03,0,0.973996,0
53,Core-CQLF-Hinf,0.0351836,0.0444692,0.437734,0.0892087,0.0732263,0.400122,0.42399,0.0311355,0.198705,10.516,0,0.03,0,0.992438,0
54,Proposed,0.0181647,0.0224304,0.21244,0.0502383,0.0465585,0.400206,0.448043,0.0570152,0.209322,21.4038,0,0.03,0,0.968736,0
54,NoRelax-ProposedActive,0.047258,0.0519457,0.512091,0.14389,0.13941,0.402954,0.534194,0.156993,0.297916,31.6823,0,0.0433333,0,0.959739,0
54,QS-Hinf,0.0315321,0.0423117,0.392757,0.0767971,0.0622928,0.39921,0.404934,0.0280482,0.13132,12.386,0,0,0,0.993992,0
54,PDL-Hinf,0.0702678,0.0801175,0.745159,0.234508,0.225505,0.551937,0.600027,0.22992,0.407604,42.3158,0,0.0533333,0.0166667,0.950188,0
54,RobustLQR,0.0290943,0.0383452,0.353584,0.0711893,0.0600625,0.401733,0.408344,0.0403606,0.15407,12.6681,0,0.0233333,0,0.982747,0
54,Core-CQLF-Hinf,0.0278493,0.0363464,0.347043,0.0639436,0.0560186,0.400122,0.408588,0.0291346,0.139946,13.232,0,0.01,0,0.992803,0
55,Proposed,0.0134161,0.0160122,0.153657,0.0478682,0.0384634,0.400206,0.438349,0.057512,0.195818,18.9778,0,0.03,0,0.955948,0
55,NoRelax-ProposedActive,0.0356155,0.0401103,0.381473,0.116849,0.114686,0.625676,0.494055,0.154796,0.25876,25.7802,0,0.0433333,0,0.939969,0
55,QS-Hinf,0.0321256,0.0400614,0.398063,0.0707502,0.0647559,0.39921,0.40687,0.0297078,0.130013,12.3569,0,0.00333333,0,0.993299,0
55,PDL-Hinf,0.0523632,0.0618144,0.544583,0.188864,0.180165,0.77951,0.538413,0.237324,0.342012,32.1064,0,0.06,0.0133333,0.919985,0
55,RobustLQR,0.026852,0.0338055,0.317092,0.068243,0.058193,0.401733,0.407727,0.0425637,0.156635,12.4876,0,0.0233333,0,0.977335,0
55,Core-CQLF-Hinf,0.0286547,0.0350243,0.353331,0.0620317,0.0585723,0.400122,0.407404,0.0310539,0.138451,13.0406,0,0.0133333,0,0.992084,0
56,Proposed,0.0179772,0.02539,0.197081,0.0968994,0.0545203,0.439772,0.540016,0.0492449,0.616203,18.5855,0,0.05,0,0.976032,0
56,NoRelax-ProposedActive,0.0449523,0.0498301,0.496384,0.133175,0.125339,0.479492,0.714921,0.0848117,0.903821,29.4804,0,0.0733333,0.0333333,0.968342,0
56,QS-Hinf,0.056149,0.0759085,0.71247,0.140641,0.103508,0.39921,0.429753,0.0301893,0.27943,8.27882,0,0.03,0,0.996347,0
56,PDL-Hinf,0.0694599,0.0740151,0.747368,0.240738,0.216441,0.404702,0.8,0.124448,1.22629,40.6769,0,0.11,0.07,0.960464,0
56,RobustLQR,0.043323,0.0575299,0.533346,0.103191,0.0845993,0.401733,0.431163,0.043235,0.363046,10.302,0,0.0366667,0,0.986941,0
56,Core-CQLF-Hinf,0.052194,0.071251,0.664775,0.129054,0.0947968,0.400122,0.432518,0.030847,0.299887,8.81429,0,0.0366667,0,0.99557,0
57,Proposed,0.0101729,0.0110636,0.113313,0.0560948,0.0327819,0.400206,0.442055,0.0620483,0.23922,17.2883,0,0.05,0,0.947156,0
57,NoRelax-ProposedActive,0.0272586,0.031229,0.287633,0.0989447,0.0939517,0.523644,0.481172,0.12641,0.28446,21.891,0,0.0633333,0,0.92547,0
57,QS-Hinf,0.0341189,0.0422606,0.414969,0.0823494,0.0692689,0.39921,0.410172,0.0337952,0.165595,11.7343,0,0.0133333,0,0.993063,0
57,PDL-Hinf,0.0402817,0.04842,0.406586,0.167385,0.150144,0.740794,0.508952,0.20102,0.374842,26.0257,0,0.08,0.0233333,0.896582,0
57,RobustLQR,0.0263223,0.0325003,0.300407,0.0710164,0.0602633,0.401733,0.420225,0.0489762,0.205711,12.262,0,0.04,0,0.973688,0
57,Core-CQLF-Hinf,0.0308883,0.0381634,0.375379,0.0731033,0.063804,0.400122,0.410929,0.0356006,0.175056,12.3016,0,0.0233333,0,0.991861,0
58,Proposed,0.0143443,0.0170701,0.165611,0.0437688,0.0391371,0.400206,0.436254,0.0575887,0.180664,19.4771,0,0.03,0,0.955819,0
58,NoRelax-ProposedActive,0.0371015,0.0416617,0.397831,0.12103,0.118327,0.521085,0.491573,0.163836,0.248036,26.5381,0,0.04,0,0.940077,0
58,QS-Hinf,0.0300101,0.0335678,0.364489,0.0735358,0.0626379,0.39921,0.400813,0.0291052,0.119499,13.1186,0,0,0,0.99305,0
58,PDL-Hinf,0.0541395,0.0637398,0.564694,0.192904,0.184641,0.634256,0.536431,0.244148,0.333551,33.1247,0,0.06,0.01,0.920057,0
58,RobustLQR,0.0255907,0.0314454,0.30115,0.068518,0.0562395,0.401733,0.407956,0.0429383,0.143612,12.8044,0,0.02,0,0.977244,0
58,Core-CQLF-Hinf,0.0267387,0.028698,0.322819,0.0675623,0.0578829,0.400122,0.407645,0.0303009,0.127249,13.8252,0,0.01,0,0.991788,0
59,Proposed,0.0190003,0.023375,0.224987,0.0554867,0.0483904,0.400206,0.448664,0.0570122,0.225194,22.4052,0,0.0333333,0,0.973753,0
59,NoRelax-ProposedActive,0.0513783,0.0560616,0.561509,0.15208,0.146762,0.570006,0.534292,0.147293,0.309555,34.2095,0,0.0433333,0.00333333,0.966584,0
59,QS-Hinf,0.0339773,0.0473508,0.428472,0.0860618,0.0633501,0.39921,0.407461,0.0291025,0.141151,12.3755,0,0.00666667,0,0.994626,0
59,PDL-Hinf,0.0773895,0.087179,0.8236,0.251932,0.241717,0.679718,0.605728,0.221903,0.419803,46.9218,0,0.0533333,0.0233333,0.959188,0
59,RobustLQR,0.0313755,0.0419974,0.381416,0.0778978,0.0632018,0.401733,0.407435,0.0418666,0.168033,12.7902,0,0.0233333,0,0.985123,0
59,Core-CQLF-Hinf,0.0298564,0.0411348,0.378173,0.0725408,0.0572386,0.400122,0.408642,0.0303738,0.150618,13.237,0,0.0233333,0,0.993527,0
60,Proposed,0.0204522,0.029987,0.223727,0.113238,0.061147,0.400206,0.584587,0.0444948,0.689783,17.5909,0,0.0566667,0.01,0.971337,0
60,NoRelax-ProposedActive,0.0421873,0.046505,0.466217,0.13214,0.118585,0.400132,0.750513,0.0692609,1.06771,26.952,0,0.0966667,0.04,0.961395,0
60,QS-Hinf,0.0538796,0.073014,0.681017,0.133105,0.0986779,0.39921,0.437175,0.0295999,0.305162,7.79392,0,0.0333333,0,0.995972,0
60,PDL-Hinf,0.0622919,0.0678977,0.675361,0.244093,0.19601,0.404702,0.8,0.115492,1.51006,35.9209,0,0.146667,0.08,0.950856,0
60,RobustLQR,0.0419332,0.0568265,0.515199,0.108964,0.0862104,0.401733,0.442588,0.0425835,0.40052,9.95932,0,0.0433333,0,0.984917,0
60,Core-CQLF-Hinf,0.0504496,0.0690641,0.638463,0.122929,0.0934608,0.400122,0.440978,0.0312301,0.328081,8.32196,0,0.0366667,0,0.995145,0
61,Proposed,0.0236279,0.0278315,0.276586,0.0651089,0.0577414,0.400206,0.420428,0.0596699,0.187581,24.6009,0,0.0233333,0,0.967236,0
61,NoRelax-ProposedActive,0.0539673,0.0598882,0.582723,0.164083,0.157837,0.433177,0.465078,0.190249,0.291017,35.8506,0,0.0433333,0,0.959302,0
61,QS-Hinf,0.0198648,0.0265219,0.246247,0.0555755,0.0451294,0.39921,0.39921,0.0290463,0.122154,17.8843,0,0,0,0.991337,0
61,PDL-Hinf,0.077253,0.0884016,0.819397,0.258152,0.244176,0.745841,0.512156,0.276841,0.423547,47.4076,0,0.0533333,0,0.950776,0
61,RobustLQR,0.0209277,0.0276133,0.254688,0.0503818,0.0437857,0.401733,0.405668,0.0426824,0.142644,14.8246,0,0.0133333,0,0.981294,0
61,Core-CQLF-Hinf,0.019796,0.0266442,0.238734,0.0559644,0.0452275,0.400122,0.400122,0.030058,0.128518,18.9516,0,0.00333333,0,0.989434,0
62,Proposed,0.0154621,0.0193974,0.175613,0.0579591,0.044868,0.400206,0.433801,0.0583031,0.226039,19.2351,0,0.0433333,0,0.943624,0
62,NoRelax-ProposedActive,0.034519,0.0406353,0.3684,0.116599,0.11375,0.533263,0.480434,0.12681,0.303463,24.9895,0,0.06,0.00333333,0.918689,0
62,QS-Hinf,0.025844,0.0290335,0.321286,0.0700835,0.0580929,0.39921,0.406905,0.0319942,0.154839,13.6571,0,0.02,0,0.992016,0
62,PDL-Hinf,0.0485091,0.0591325,0.49869,0.179849,0.171653,0.74357,0.519272,0.198365,0.42915,29.9959,0,0.0733333,0.0233333,0.886087,0
62,RobustLQR,0.0217973,0.0277298,0.258797,0.0634881,0.0513345,0.401733,0.408096,0.0452431,0.185865,13.0772,0,0.0433333,0,0.972845,0
62,Core-CQLF-Hinf,0.0236244,0.0265137,0.291921,0.0684338,0.0547252,0.400122,0.407425,0.0337402,0.163405,14.2805,0,0.0233333,0,0.990631,0
63,Proposed,0.0114723,0.0143197,0.125287,0.0708741,0.0378292,0.400206,0.491558,0.0551967,0.332132,15.8959,0,0.0433333,0,0.950819,0
63,NoRelax-ProposedActive,0.0260103,0.0286648,0.278074,0.0908745,0.0866166,0.400132,0.558897,0.110212,0.401098,20.7449,0,0.05,0.01,0.928891,0
63,QS-Hinf,0.0418349,0.0549043,0.513737,0.104471,0.0843751,0.39921,0.426516,0.030615,0.202189,9.19491,0,0.0233333,0,0.994075,0
63,PDL-Hinf,0.0392576,0.0464717,0.403337,0.150912,0.14299,0.466264,0.630966,0.170642,0.487526,24.9814,0,0.06,0.0333333,0.896741,0
63,RobustLQR,0.0313647,0.0396691,0.371685,0.085571,0.0691402,0.401733,0.432474,0.044816,0.249308,10.8323,0,0.03,0,0.975959,0
63,Core-CQLF-Hinf,0.0386017,0.0507584,0.476159,0.0958773,0.0791204,0.400122,0.428625,0.0320086,0.214565,9.75415,0,0.0266667,0,0.993007,0
64,Proposed,0.0174095,0.0233028,0.195301,0.0783859,0.0524882,0.400206,0.449148,0.0571598,0.303655,18.9686,0,0.0466667,0,0.936555,0
64,NoRelax-ProposedActive,0.034311,0.0414922,0.367757,0.116572,0.113102,0.575742,0.51155,0.103408,0.421006,24.4045,0,0.0566667,0.0233333,0.896793,0
64,QS-Hinf,0.0270152,0.0345767,0.334072,0.088172,0.0646759,0.39921,0.411189,0.0329335,0.199728,12.8509,0,0.0266667,0,0.991899,0
64,PDL-Hinf,0.0470075,0.0584754,0.483975,0.179831,0.168376,0.691827,0.56582,0.16818,0.634184,28.9326,0,0.07,0.0366667,0.882239,0
64,RobustLQR,0.0220894,0.0293076,0.263222,0.0826947,0.0547392,0.401733,0.414565,0.0485077,0.240635,12.7856,0,0.0466667,0,0.971211,0
64,Core-CQLF-Hinf,0.0254875,0.0332332,0.314256,0.0867765,0.0616943,0.400122,0.412196,0.035078,0.210376,13.4717,0,0.03,0,0.990504,0
65,Proposed,0.0196554,0.0272324,0.221559,0.0815171,0.0579763,0.400206,0.44259,0.0576926,0.376945,19.8642,0,0.0566667,0,0.912207,0
65,NoRelax-ProposedActive,0.0353786,0.0441399,0.377591,0.121635,0.117073,0.574314,0.489016,0.107797,0.538801,24.8998,0,0.06,0.02,0.897946,0
65,QS-Hinf,0.0310706,0.042837,0.383395,0.0939476,0.072669,0.39921,0.414499,0.0334319,0.23618,15.1981,0,0.0266667,0,0.990436,0
65,PDL-Hinf,0.047442,0.059123,0.482603,0.18744,0.173065,0.645077,0.651067,0.166525,0.80474,29.1172,0,0.106667,0.0366667,0.889338,0
65,RobustLQR,0.0194828,0.0253125,0.233561,0.0870116,0.0505928,0.401733,0.422433,0.0473777,0.279267,13.6939,0,0.0533333,0,0.967011,0
65,Core-CQLF-Hinf,0.0299101,0.0411728,0.366162,0.0959696,0.0709822,0.400122,0.415203,0.0356437,0.248261,15.7351,0,0.0333333,0,0.988823,0
66,Proposed,0.013269,0.0155054,0.155676,0.0506992,0.0376531,0.400206,0.446957,0.0590646,0.320222,20.0379,0,0.03,0,0.972391,0
66,NoRelax-ProposedActive,0.0428083,0.0465025,0.46508,0.131753,0.128342,0.410105,0.51958,0.139395,0.401837,29.9296,0,0.0433333,0,0.963863,0
66,QS-Hinf,0.0477582,0.0662352,0.602982,0.123308,0.0893054,0.39921,0.407267,0.0308755,0.18146,11.5615,0,0.00666667,0,0.99534,0
66,PDL-Hinf,0.0669941,0.0760202,0.708544,0.227768,0.217472,0.447507,0.566644,0.209534,0.478583,40.5306,0,0.0533333,0.0166667,0.954985,0
66,RobustLQR,0.0368898,0.0484564,0.443079,0.0935132,0.0756219,0.401733,0.407735,0.0439755,0.225422,12.0889,0,0.0233333,0,0.984715,0
66,Core-CQLF-Hinf,0.0430528,0.0599168,0.540997,0.109532,0.0810461,0.400122,0.409258,0.0323263,0.194677,12.1832,0,0.02,0,0.994402,0
67,Proposed,0.0180797,0.0231737,0.20471,0.0755623,0.0526192,0.400206,0.473788,0.0552249,0.284393,19.8996,0,0.0433333,0,0.962675,0
67,NoRelax-ProposedActive,0.0424801,0.0481647,0.461711,0.135336,0.130043,0.586957,0.564879,0.110277,0.392798,28.5886,0,0.0533333,0.02,0.950515,0
67,QS-Hinf,0.0329487,0.0449329,0.41819,0.0850608,0.0671822,0.39921,0.41522,0.030678,0.180577,11.2734,0,0.0266667,0,0.993878,0
67,PDL-Hinf,0.0622557,0.0730325,0.656346,0.217958,0.207986,0.569957,0.672964,0.163579,0.563537,37.1578,0,0.0666667,0.0333333,0.93687,0
67,RobustLQR,0.0291196,0.0391889,0.354418,0.0781305,0.0623805,0.401733,0.416567,0.0476008,0.217648,12.1099,0,0.0333333,0,0.980337,0
67,Core-CQLF-Hinf,0.0300806,0.0407145,0.383051,0.0834633,0.0639309,0.400122,0.416714,0.0320283,0.190475,11.9994,0,0.03,0,0.992708,0
68,Proposed,0.0300915,0.0395938,0.353566,0.0895357,0.0759644,0.499322,0.490331,0.056969,0.513301,25.1844,0,0.0466667,0,0.967044,0
68,NoRelax-ProposedActive,0.0597719,0.0690406,0.654348,0.177563,0.169564,0.476172,0.609741,0.0931164,0.833444,37.7434,0,0.06,0.03,0.959878,0
68,QS-Hinf,0.0322649,0.048937,0.385813,0.098861,0.0738569,0.39921,0.421015,0.0326076,0.278034,16.282,0,0.03,0,0.990284,0
68,PDL-Hinf,0.0836552,0.0966813,0.890458,0.273333,0.262427,0.451246,0.710187,0.141431,1.33044,50.6242,0,0.11,0.0433333,0.952125,0
68,RobustLQR,0.0234063,0.0323337,0.289953,0.0944797,0.0563144,0.401733,0.434426,0.0467094,0.339595,14.1389,0,0.0433333,0,0.981357,0
68,Core-CQLF-Hinf,0.0333968,0.0484138,0.399861,0.106548,0.0756875,0.400122,0.422694,0.0337836,0.290554,17.3669,0,0.0366667,0,0.987124,0
69,Proposed,0.0153285,0.0208184,0.171239,0.0722314,0.0477238,0.404192,0.489506,0.0540831,0.326436,17.6869,0,0.04,0,0.955713,0
69,NoRelax-ProposedActive,0.0347101,0.0390884,0.376677,0.113874,0.109163,0.596062,0.580975,0.120225,0.446861,24.4882,0,0.05,0.0133333,0.937498,0
69,QS-Hinf,0.0377988,0.046461,0.469636,0.0914303,0.074297,0.39921,0.42048,0.0294296,0.193644,9.86977,0,0.0266667,0,0.994009,0
69,PDL-Hinf,0.0511049,0.0600948,0.534829,0.185026,0.176381,0.628876,0.684924,0.178811,0.60191,30.7843,0,0.0633333,0.0333333,0.908626,0
69,RobustLQR,0.0305719,0.0383486,0.369447,0.0789552,0.0653875,0.401733,0.424015,0.0446045,0.232537,11.2488,0,0.03,0,0.978065,0
69,Core-CQLF-Hinf,0.034743,0.0426325,0.432975,0.0857926,0.0709348,0.400122,0.422438,0.0302557,0.204636,10.4943,0,0.03,0,0.992902,0
70,Proposed,0.0168758,0.0223439,0.184261,0.0892504,0.0537127,0.508022,0.496729,0.0552093,0.341035,17.8559,0,0.05,0,0.952822,0
70,NoRelax-ProposedActive,0.0350932,0.0404064,0.381242,0.117618,0.110708,0.400132,0.59352,0.0880641,0.466655,24.4445,0,0.06,0.03,0.932932,0
70,QS-Hinf,0.0366032,0.0490713,0.45749,0.0965611,0.0754986,0.39921,0.420773,0.031159,0.208151,10.1514,0,0.0266667,0,0.993755,0
70,PDL-Hinf,0.050603,0.0605612,0.528398,0.186936,0.176577,0.404702,0.696676,0.137459,0.668677,30.4202,0,0.0733333,0.0433333,0.898018,0
70,RobustLQR,0.0296866,0.0404444,0.354546,0.0901576,0.0671207,0.401733,0.423646,0.0446074,0.249741,11.4021,0,0.0366667,0,0.976973,0
70,Core-CQLF-Hinf,0.0338842,0.0456264,0.42301,0.0950781,0.0722581,0.400122,0.422772,0.0328837,0.220312,10.77,0,0.0366667,0,0.992612,0
71,Proposed,0.0134642,0.018188,0.151299,0.0648763,0.0427651,0.406079,0.481442,0.0548668,0.296854,16.7835,0,0.04,0,0.948573,0
71,NoRelax-ProposedActive,0.0298308,0.0332036,0.321515,0.101024,0.0967858,0.400132,0.561106,0.12408,0.396316,22.2752,0,0.05,0.01,0.92173,0
71,QS-Hinf,0.0354087,0.0439779,0.446949,0.0895869,0.0707773,0.39921,0.417087,0.0281712,0.176708,9.86795,0,0.0133333,0,0.993704,0
71,PDL-Hinf,0.0436941,0.0514979,0.452895,0.162219,0.154674,0.42745,0.634285,0.187034,0.513976,27.0653,0,0.06,0.03,0.895086,0
71,RobustLQR,0.0284948,0.0351324,0.343779,0.0770031,0.0607713,0.401733,0.424184,0.0398727,0.208932,11.165,0,0.03,0,0.975628,0
71,Core-CQLF-Hinf,0.0325345,0.0400601,0.41107,0.0838182,0.0661025,0.400122,0.41872,0.0293826,0.187832,10.4861,0,0.0233333,0,0.992579,0
72,Proposed,0.0291739,0.0336237,0.339781,0.080999,0.0715788,0.400206,0.413665,0.0570047,0.302328,27.9503,0,0.0466667,0,0.969602,0
72,NoRelax-ProposedActive,0.0615712,0.0679611,0.664329,0.207157,0.179254,0.400132,0.460055,0.147276,0.449408,40.7737,0,0.07,0,0.963284,0
72,QS-Hinf,0.030837,0.0348168,0.383441,0.0788746,0.0679109,0.39921,0.410291,0.0319003,0.209889,24.5636,0,0.01,0,0.98696,0
72,PDL-Hinf,0.0883726,0.103026,0.921513,0.388038,0.286226,0.523076,0.614773,0.228026,0.666793,55.36,0,0.116667,0.0366667,0.956459,0
72,RobustLQR,0.0165363,0.0222703,0.195846,0.0443774,0.0362752,0.401733,0.409576,0.042969,0.218773,16.9322,0,0.0366667,0,0.9818,0
72,Core-CQLF-Hinf,0.0337038,0.0367342,0.425338,0.0850046,0.0714044,0.400122,0.410166,0.0329659,0.219523,25.8122,0,0.0166667,0,0.984162,0
73,Proposed,0.0175318,0.023737,0.193255,0.0866072,0.0539103,0.488631,0.509869,0.0540003,0.393248,18.8086,0,0.0466667,0,0.967604,0
73,NoRelax-ProposedActive,0.0418938,0.0469015,0.457449,0.130814,0.124581,0.400132,0.63529,0.0885571,0.551199,27.9453,0,0.06,0.03,0.956826,0
73,QS-Hinf,0.0432158,0.0587859,0.543582,0.104576,0.0808913,0.39921,0.422661,0.0298107,0.217351,9.51272,0,0.0266667,0,0.995005,0
73,PDL-Hinf,0.0631989,0.0724056,0.669431,0.219791,0.208891,0.404702,0.754388,0.139429,0.778799,37.3267,0,0.0766667,0.04,0.945163,0
73,RobustLQR,0.0352171,0.0468841,0.430747,0.0851513,0.0719798,0.401733,0.425505,0.0424357,0.265199,11.0944,0,0.0366667,0,0.982828,0
73,Core-CQLF-Hinf,0.0397183,0.0543034,0.501002,0.0938438,0.0757222,0.400122,0.424816,0.0315485,0.232014,10.1559,0,0.03,0,0.994019,0
74,Proposed,0.0161469,0.0212001,0.173189,0.0943331,0.0527202,0.56233,0.445291,0.0618761,0.315582,18.7361,0,0.0533333,0,0.939485,0
74,NoRelax-ProposedActive,0.0315238,0.0395849,0.330674,0.115092,0.108608,0.569686,0.491946,0.0975208,0.433848,23.2033,0,0.0566667,0.0266667,0.91642,0
74,QS-Hinf,0.0316955,0.0385026,0.389137,0.0998877,0.0714577,0.39921,0.411846,0.0358912,0.224106,13.1908,0,0.0333333,0,0.99192,0
74,PDL-Hinf,0.0438034,0.0549228,0.436358,0.177243,0.167122,0.577156,0.650187,0.157975,0.754244,27.2338,0,0.12,0.04,0.889028,0
74,RobustLQR,0.0231814,0.0332561,0.259594,0.101491,0.0630886,0.443704,0.413044,0.0523729,0.274066,13.2162,0,0.0566667,0,0.970344,0
74,Core-CQLF-Hinf,0.0292306,0.0359063,0.358386,0.0987556,0.067514,0.400122,0.412394,0.0373274,0.233667,13.7268,0,0.0466667,0,0.990559,0
75,Proposed,0.0284155,0.0335836,0.32616,0.0813869,0.072119,0.400206,0.417781,0.0568368,0.33052,26.976,0,0.0466667,0,0.963802,0
75,NoRelax-ProposedActive,0.0580293,0.0652873,0.621538,0.201042,0.173659,0.400132,0.473068,0.148326,0.490881,38.3811,0,0.07,0,0.956197,0
75,QS-Hinf,0.0326661,0.0361148,0.402487,0.100404,0.0721736,0.39921,0.411504,0.031733,0.227635,24.2186,0,0.00666667,0,0.984264,0
75,PDL-Hinf,0.0825197,0.0976126,0.854051,0.373897,0.273503,0.494674,0.641843,0.229966,0.718808,51.1217,0,0.116667,0.04,0.947709,0
75,RobustLQR,0.0145211,0.0191315,0.17219,0.0443995,0.0331927,0.401733,0.41034,0.043094,0.233664,16.7388,0,0.0366667,0,0.978926,0
75,Core-CQLF-Hinf,0.0354211,0.0370568,0.444591,0.102808,0.0752922,0.400122,0.411399,0.032751,0.238216,25.3758,0,0.0166667,0,0.983503,0
76,Proposed,0.0188063,0.0243514,0.212112,0.0761074,0.0543274,0.42521,0.468594,0.0562705,0.277875,20.566,0,0.0466667,0,0.964844,0
76,NoRelax-ProposedActive,0.0447699,0.0510374,0.485752,0.140838,0.135384,0.630075,0.557132,0.112293,0.382364,29.9064,0,0.0533333,0.02,0.95402,0
76,QS-Hinf,0.0340205,0.044241,0.427901,0.0856712,0.0687241,0.39921,0.413906,0.0308752,0.179324,11.6752,0,0.0266667,0,0.993862,0
76,PDL-Hinf,0.0656869,0.077049,0.693055,0.2273,0.216884,0.62568,0.663593,0.165898,0.552478,39.2789,0,0.0666667,0.0333333,0.942225,0
76,RobustLQR,0.029382,0.0395524,0.358792,0.0782601,0.0624568,0.401733,0.414851,0.0483497,0.217322,12.3344,0,0.0333333,0,0.981132,0
76,Core-CQLF-Hinf,0.0308155,0.0397899,0.388261,0.0839809,0.0652395,0.400122,0.415302,0.0322553,0.188964,12.4112,0,0.03,0,0.992673,0
77,Proposed,0.0153267,0.0197567,0.163274,0.101749,0.0511586,0.466403,0.509772,0.0513005,0.361362,16.3877,0,0.05,0.00333333,0.9466,0
77,NoRelax-ProposedActive,0.0284815,0.032625,0.305154,0.0986873,0.0940539,0.495247,0.601334,0.0823206,0.46457,21.2303,0,0.0633333,0.0333333,0.92196,0
77,QS-Hinf,0.0405147,0.0542031,0.508648,0.104561,0.0823066,0.39921,0.425661,0.0321312,0.228475,9.41819,0,0.0333333,0,0.993797,0
77,PDL-Hinf,0.0406869,0.0492678,0.417896,0.16089,0.149313,0.49211,0.698149,0.132824,0.664117,25.354,0,0.08,0.0433333,0.885554,0
77,RobustLQR,0.030774,0.0415102,0.364039,0.0989986,0.0721567,0.413757,0.430823,0.0505949,0.284845,11.0775,0,0.0433333,0,0.974587,0
77,Core-CQLF-Hinf,0.037909,0.0511935,0.47598,0.103542,0.079068,0.400122,0.42795,0.0334659,0.240808,9.95562,0,0.0366667,0,0.99269,0
78,Proposed,0.0247808,0.0290467,0.288316,0.0696684,0.0612571,0.400206,0.415219,0.0606788,0.216566,25.3791,0,0.0366667,0,0.967162,0
78,NoRelax-ProposedActive,0.0552522,0.0616572,0.595256,0.173268,0.162374,0.414959,0.449475,0.161012,0.320939,36.7382,0,0.0533333,0,0.959436,0
78,QS-Hinf,0.0204496,0.0257667,0.245139,0.0551037,0.0490076,0.39921,0.39921,0.0307018,0.143854,19.6192,0,0,0,0.990666,0
78,PDL-Hinf,0.0786747,0.0900928,0.831468,0.279191,0.250696,0.634861,0.48905,0.240995,0.46531,48.5158,0,0.0733333,0,0.951123,0
78,RobustLQR,0.0193129,0.0259872,0.230026,0.0487803,0.0414014,0.401733,0.406802,0.0435422,0.164776,15.4525,0,0.03,0,0.981061,0
78,Core-CQLF-Hinf,0.0213507,0.0260345,0.256116,0.0569057,0.0494365,0.400122,0.400122,0.0320298,0.151544,20.6881,0,0.00333333,0,0.988528,0
79,Proposed,0.017445,0.0220481,0.193242,0.0667566,0.051053,0.400206,0.410608,0.0572984,0.241794,20.3501,0,0.0466667,0,0.908602,0
79,NoRelax-ProposedActive,0.0341399,0.0405596,0.351413,0.162082,0.119235,0.400132,0.449829,0.14551,0.339983,24.9706,0,0.07,0,0.895488,0
79,QS-Hinf,0.0224392,0.0308208,0.267185,0.064154,0.0536154,0.39921,0.406013,0.0320391,0.168035,18.5565,0,0.01,0,0.98922,0
79,PDL-Hinf,0.0466063,0.0575208,0.456397,0.25992,0.176615,0.616824,0.541058,0.233635,0.493529,29.3894,0,0.106667,0.0266667,0.887026,0
79,RobustLQR,0.0131154,0.0141363,0.149589,0.0461565,0.0353154,0.401733,0.406922,0.0448863,0.186815,14.8815,0,0.0366667,0,0.965432,0
79,Core-CQLF-Hinf,0.0226088,0.030083,0.274769,0.0630634,0.0524171,0.400122,0.40602,0.0330979,0.176192,19.1017,0,0.0166667,0,0.987485,0
80,Proposed,0.0205957,0.0276148,0.234123,0.0767275,0.0579274,0.405687,0.449456,0.0583745,0.357551,20.364,0,0.0466667,0,0.924288,0
80,NoRelax-ProposedActive,0.0395313,0.0473826,0.426601,0.129339,0.126388,0.606852,0.515517,0.115273,0.52145,26.9043,0,0.0566667,0.02,0.910759,0
80,QS-Hinf,0.0262,0.0398491,0.317061,0.0876645,0.0645918,0.39921,0.412123,0.0319391,0.218199,14.402,0,0.0266667,0,0.990993,0
80,PDL-Hinf,0.0536222,0.0659258,0.557738,0.195917,0.186,0.720909,0.598415,0.178716,0.763163,32.4557,0,0.0666667,0.03,0.90103,0
80,RobustLQR,0.020206,0.0259438,0.241214,0.0815724,0.0514508,0.401733,0.421742,0.0480452,0.260788,13.3173,0,0.0433333,0,0.971157,0
80,Core-CQLF-Hinf,0.0255904,0.0384445,0.308789,0.086092,0.0617631,0.400122,0.412999,0.0335095,0.228666,15.0692,0,0.03,0,0.989379,0
81,Proposed,0.0166462,0.0218659,0.191685,0.0544104,0.0462596,0.400206,0.459406,0.0557433,0.238286,19.589,0,0.0333333,0,0.958892,0
81,NoRelax-ProposedActive,0.0402444,0.0451519,0.435089,0.127981,0.124145,0.651692,0.545141,0.162866,0.347581,27.6363,0,0.0466667,0.00333333,0.944551,0
81,QS-Hinf,0.0310893,0.0367017,0.386909,0.0785205,0.0635881,0.39921,0.41099,0.0280096,0.146946,11.9588,0,0.00666667,0,0.99344,0
