trial,RMSE_theta,RMSE_theta_max,IAE_theta,peak_theta,peak_theta_mean,peak_u,peak_uabs,energy_u,energy_uabs,energy_z,duty_du,duty_abs,duty_normsat,rho,unstable
82,0.02092887764961413,0.04687044101767604,0.20629665116472695,0.20070446992672852,0.07117924404091495,0.3961354506293405,0.4259573084508051,0.028167221159831942,0.18384737278851923,15.820076773440917,0.0,0.013333333333333334,0.013333333333333334,0.967542824425509,0.0
83,0.02789622852399064,0.0529896092763557,0.28702174686885545,0.20260930251836357,0.08393667511788477,0.38221880636306305,0.48566442769000506,0.026088307352921187,0.4354214724063383,12.831837685219316,0.0,0.02,0.013333333333333334,0.9593078408198539,0.0
84,0.02032605421288815,0.046086066739259406,0.19340177462540487,0.20082342162037875,0.07217502919751577,0.3882653423239226,0.42928164809942737,0.029207228477315817,0.13740317074428582,13.840728897548656,0.0,0.013333333333333334,0.013333333333333334,0.9509867460317704,0.0
85,0.03007239207247041,0.05726751412764217,0.31231531471056767,0.20483313703456493,0.09098518832302187,0.38516428475774905,0.5244474871504705,0.02524813663537805,0.4636227543584472,12.885278850792588,0.0,0.023333333333333334,0.013333333333333334,0.9660648557548648,0.0
86,0.020869317854615647,0.04619322054975861,0.20258789822960227,0.20059092044144042,0.0710730278834514,0.3906077875590081,0.43026002182732537,0.028201178036153088,0.17809723819441553,14.246849379190365,0.0,0.013333333333333334,0.013333333333333334,0.9522688940023591,0.0
87,0.0294008107579549,0.055244854576485536,0.30490655140081596,0.20435368540314533,0.08789253724995065,0.3859714620598643,0.5075037527138592,0.025415448317978817,0.4739764919523681,12.500466746073558,0.0,0.023333333333333334,0.013333333333333334,0.960830371993702,0.0
88,0.02003714048912879,0.04243853005737728,0.19021080773460639,0.20016449497220265,0.06878523579377917,0.43568894346372594,0.41972114726796994,0.03171723450693221,0.339642676517548,19.361720268054018,0.0,0.013333333333333334,0.013333333333333334,0.9641248737843584,0.0
89,0.022187441956871695,0.04856138459587925,0.21649468661610607,0.20148925728489145,0.07488008091475337,0.3893146510396468,0.4371848821237787,0.027761436275571594,0.18963763938777262,14.256759804632788,0.0,0.013333333333333334,0.013333333333333334,0.9604270601829152,0.0
90,0.016345669429566785,0.04134953878345592,0.14301366144181918,0.19937449591164738,0.06282256351149557,0.40957664926601484,0.40514010802801004,0.033004132322127316,0.09697741214451139,15.42112477060137,0.0,0.013333333333333334,0.013333333333333334,0.9376631397403206,0.0
91,0.019175488923327405,0.045269506477738766,0.18058766579179458,0.19988193197410872,0.0697057719557315,0.39212485584662804,0.41834547591103416,0.030274639614606375,0.10989762951641922,14.86602176673518,0.0,0.013333333333333334,0.013333333333333334,0.958842510753645,0.0
92,0.017851031063314007,0.04337062858902173,0.16376977783304195,0.19987662386970928,0.06547136941309734,0.40413955578309785,0.41128969521019326,0.030590329564948934,0.12039656696950907,15.720070564102059,0.0,0.013333333333333334,0.013333333333333334,0.9552419725943528,0.0
93,0.02366842273163952,0.05034543672557141,0.2396078023887638,0.2027581299886548,0.07568229684593344,0.39193843243428356,0.44171199846230375,0.02711395093187721,0.27986774602689,15.547818800378042,0.0,0.02,0.013333333333333334,0.9700016486350623,0.0
94,0.021982688356693467,0.04802976681719098,0.21634011611089124,0.20145966183325836,0.0759625118531693,0.39169095852319447,0.4313802538763456,0.030419647552094177,0.16453671009676288,14.240795062722752,0.0,0.013333333333333334,0.013333333333333334,0.9651640883851411,0.0
95,0.015695515787388516,0.04211356569454201,0.13837922850922646,0.20015545511777458,0.06322248265781694,0.38945910222917707,0.4036000540381024,0.03423685125966214,0.07091117900590331,16.108270878119757,0.0,0.013333333333333334,0.013333333333333334,0.9589801674654982,0.0
96,0.026806975411618663,0.052769959333309455,0.28061495570392914,0.2015716652943963,0.0831105525649963,0.38629324590958714,0.47148851595559127,0.026717926773972795,0.32763979538470783,13.153273998918323,0.0,0.016666666666666666,0.013333333333333334,0.9670007392331164,0.0
97,0.017691138589022527,0.04314172338460397,0.15653373420444708,0.20240552634944875,0.06498295106485634,0.41210974650250753,0.42283393278344683,0.03089339545583172,0.24559269719648863,19.839518964437254,0.0,0.016666666666666666,0.013333333333333334,0.9709121576597362,0.0
98,0.02273454028976806,0.04923353689642598,0.22541377789268613,0.2030626640260801,0.07772904669451455,0.3909520458143574,0.4353742353349693,0.029888799040475218,0.18955211605139127,14.373250898656321,0.0,0.013333333333333334,0.013333333333333334,0.9666577217375398,0.0
99,0.03338992273093563,0.059282536869634875,0.35654424419699987,0.20471796603518694,0.09523127630673667,0.38848268412519943,0.5574625127997518,0.025046345583459664,0.662410629402793,11.857554455801647,0.0,0.023333333333333334,0.013333333333333334,0.9652422847753263,0.0
