trial,Controller,RMSE_theta,RMSE_theta_max,IAE_theta,peak_theta,peak_theta_mean,peak_u,peak_uabs,energy_u,energy_uabs,energy_z,duty_du,duty_abs,duty_normsat,rho,unstable
59,PDL-Hinf(d=0.85),0.10547,0.156655,1.05796,0.399219,0.31045,0.793501,0.68094,2.27773,1.31578,75.6801,0.00333333,0.146667,0.0833333,0.903864,0
60,Proposed,0.0203975,0.0295516,0.224299,0.112011,0.061063,0.400376,0.585172,0.0448936,0.664666,16.8672,0,0.0533333,0.00666667,0.973338,0
60,PDL-Hinf(d=0.95),0.0617409,0.0656104,0.669221,0.23373,0.193141,0.40408,0.8,0.115927,1.51449,36.0927,0,0.146667,0.08,0.948913,0
60,PDL-Hinf(d=0.90),0.0732849,0.0976477,0.758632,0.243506,0.217488,0.50244,0.781396,0.336973,2.19678,47.0397,0,0.316667,0.146667,0.897007,0
60,PDL-Hinf(d=0.85),0.0813449,0.119591,0.814965,0.258427,0.231816,0.775491,0.781249,0.819467,2.89481,53.9588,0,0.59,0.306667,0.859036,0
61,Proposed,0.0207246,0.0244973,0.243882,0.0551379,0.05013,0.400376,0.420449,0.0623626,0.184287,23.2556,0,0.0233333,0,0.970008,0
61,PDL-Hinf(d=0.95),0.0767136,0.088844,0.812922,0.258709,0.240709,0.791626,0.5086,0.282843,0.425375,47.5838,0,0.0566667,0,0.949104,0
61,PDL-Hinf(d=0.90),0.0926066,0.129002,0.940984,0.374604,0.283788,0.508795,0.581139,0.938855,0.768151,63.482,0,0.106667,0.04,0.90828,0
61,PDL-Hinf(d=0.85),0.109678,0.153706,1.05689,0.530674,0.338093,0.8,0.658906,3.16215,1.67695,80.6863,0.0166667,0.23,0.186667,0.882469,0
62,Proposed,0.0141213,0.0171377,0.158826,0.0580365,0.0427248,0.400376,0.434445,0.0605937,0.224721,18.4175,0,0.0466667,0,0.949276,0
62,PDL-Hinf(d=0.95),0.0482676,0.0598635,0.495773,0.18058,0.16925,0.689595,0.512667,0.193128,0.424423,30.1764,0,0.0733333,0.0266667,0.88414,0
62,PDL-Hinf(d=0.90),0.0589506,0.0856665,0.563851,0.283103,0.200402,0.733619,0.541574,0.556043,0.728167,37.4523,0,0.136667,0.08,0.855459,0
62,PDL-Hinf(d=0.85),0.07248,0.106627,0.676278,0.38531,0.229687,0.8,0.692735,1.47196,1.50142,47.6088,0.01,0.31,0.23,0.831362,0
63,Proposed,0.0118793,0.0150489,0.130974,0.0713291,0.0380782,0.400376,0.492914,0.057572,0.328572,15.3542,0,0.0433333,0,0.954431,0
63,PDL-Hinf(d=0.95),0.0389984,0.0469745,0.400234,0.149139,0.140837,0.443158,0.622606,0.170354,0.487295,25.1549,0,0.06,0.0333333,0.888278,0
63,PDL-Hinf(d=0.90),0.0474593,0.0708955,0.458772,0.196804,0.162115,0.561758,0.609347,0.529759,0.716292,30.5624,0,0.0866667,0.0566667,0.847825,0
63,PDL-Hinf(d=0.85),0.0530929,0.0823711,0.497583,0.242339,0.175516,0.8,0.633718,1.68734,1.24112,34.2313,0.00333333,0.156667,0.0866667,0.826465,0
64,Proposed,0.0162198,0.0210125,0.179281,0.0777834,0.051056,0.400376,0.449434,0.0592973,0.299486,18.1617,0,0.05,0,0.94399,0
64,PDL-Hinf(d=0.95),0.0467775,0.0591857,0.480895,0.17832,0.166068,0.632335,0.557818,0.162821,0.625867,29.1021,0,0.07,0.04,0.880321,0
64,PDL-Hinf(d=0.90),0.0578226,0.0826223,0.547628,0.264352,0.196195,0.721788,0.630932,0.437878,1.05048,35.9968,0,0.186667,0.1,0.863693,0
64,PDL-Hinf(d=0.85),0.0721726,0.112444,0.70062,0.345683,0.220768,0.8,0.729069,1.01223,2.03029,45.7894,0.00666667,0.466667,0.353333,0.842786,0
65,Proposed,0.0181222,0.0242937,0.202413,0.0808683,0.0555025,0.400376,0.440698,0.0592933,0.368194,18.9883,0,0.06,0,0.930053,0
65,PDL-Hinf(d=0.95),0.0472667,0.0598575,0.479635,0.189355,0.170804,0.712972,0.640761,0.168177,0.799654,29.2949,0,0.11,0.0366667,0.887716,0
65,PDL-Hinf(d=0.90),0.0612353,0.0857703,0.574555,0.303077,0.203828,0.62366,0.795753,0.433642,1.38867,37.628,0,0.273333,0.17,0.869714,0
65,PDL-Hinf(d=0.85),0.401594,0.443708,4.02963,1.10879,1.05378,0.8,0.8,0.408088,6.33899,361.94,0.00666667,0.99,0.933333,0.849866,0
66,Proposed,0.0128548,0.0152513,0.151101,0.0499466,0.0365355,0.400376,0.447479,0.0602105,0.316361,19.1175,0,0.03,0,0.974194,0
66,PDL-Hinf(d=0.95),0.0664269,0.0762433,0.702378,0.225031,0.214183,0.451357,0.557991,0.210454,0.478512,40.693,0,0.0533333,0.02,0.953385,0
66,PDL-Hinf(d=0.90),0.08158,0.115339,0.831367,0.303404,0.250286,0.470335,0.566331,0.674906,0.692543,54.4921,0,0.0766667,0.0466667,0.914257,0
66,PDL-Hinf(d=0.85),0.0929398,0.140905,0.919486,0.368569,0.280324,0.8,0.609392,2.28713,1.29738,65.0398,0.00333333,0.126667,0.0766667,0.883068,0
67,Proposed,0.0169187,0.0215715,0.187837,0.0757418,0.0512975,0.440563,0.473892,0.0580225,0.279945,18.987,0,0.0433333,0,0.965695,0
67,PDL-Hinf(d=0.95),0.0618034,0.0735285,0.651346,0.215666,0.204965,0.519292,0.661308,0.164054,0.561613,37.3511,0,0.0666667,0.0333333,0.934187,0
67,PDL-Hinf(d=0.90),0.0743269,0.108788,0.745508,0.276684,0.235059,0.612186,0.672034,0.476039,0.899895,48.2712,0,0.11,0.0633333,0.859708,0
67,PDL-Hinf(d=0.85),0.084314,0.128334,0.81254,0.345089,0.261016,0.654574,0.703189,1.42225,1.45417,55.8171,0,0.22,0.143333,0.828001,0
68,Proposed,0.0271558,0.0358566,0.316747,0.0894716,0.0712342,0.476976,0.488191,0.0568131,0.492488,23.7683,0,0.0466667,0,0.970272,0
68,PDL-Hinf(d=0.95),0.0830329,0.0971481,0.883189,0.266982,0.258503,0.4995,0.699852,0.143229,1.3257,50.7685,0,0.113333,0.0433333,0.950539,0
68,PDL-Hinf(d=0.90),0.102896,0.140523,1.04092,0.387071,0.311332,0.678082,0.767952,0.401792,2.12717,69.9328,0,0.293333,0.146667,0.914313,0
68,PDL-Hinf(d=0.85),0.16916,0.333613,1.85165,0.660635,0.416515,0.8,0.78978,0.463738,4.23879,129.329,0.00666667,0.89,0.81,0.894508,0
69,Proposed,0.0149489,0.0203497,0.167345,0.072593,0.0469745,0.400376,0.489804,0.0550605,0.318283,16.971,0,0.04,0,0.959477,0
69,PDL-Hinf(d=0.95),0.0507455,0.060651,0.531038,0.183124,0.173794,0.5801,0.677671,0.176552,0.601143,30.9802,0,0.0666667,0.0333333,0.896771,0
69,PDL-Hinf(d=0.90),0.0610327,0.0907624,0.603248,0.23403,0.19836,0.528514,0.67895,0.525021,0.908829,38.919,0,0.1,0.0633333,0.866942,0
69,PDL-Hinf(d=0.85),0.0681768,0.106111,0.651814,0.280675,0.217141,0.664611,0.713684,1.6549,1.4436,43.8155,0,0.196667,0.12,0.837935,0
70,Proposed,0.0163828,0.0213882,0.179015,0.0897188,0.0529347,0.493626,0.49742,0.0555656,0.332485,17.1226,0,0.0466667,0,0.956996,0
70,PDL-Hinf(d=0.95),0.0502739,0.0611656,0.524759,0.185034,0.173977,0.422653,0.688225,0.137989,0.667591,30.6203,0,0.0733333,0.0433333,0.888951,0
70,PDL-Hinf(d=0.90),0.0602254,0.0899648,0.59061,0.235515,0.198982,0.664616,0.682578,0.431781,1.03745,38.0488,0,0.14,0.0733333,0.860397,0
70,PDL-Hinf(d=0.85),0.0680169,0.103976,0.643628,0.278407,0.221011,0.8,0.705582,1.20905,1.59398,42.8253,0.00333333,0.243333,0.166667,0.835705,0
71,Proposed,0.013325,0.018168,0.150635,0.0654583,0.042323,0.403142,0.481861,0.0562626,0.289733,16.1633,0,0.0366667,0,0.953188,0
71,PDL-Hinf(d=0.95),0.0434148,0.0520692,0.449601,0.16072,0.152502,0.422924,0.626012,0.187479,0.514888,27.254,0,0.06,0.0333333,0.893522,0
71,PDL-Hinf(d=0.90),0.0522515,0.0779781,0.50954,0.206885,0.17392,0.572058,0.643345,0.634541,0.792989,33.4116,0,0.0866667,0.0566667,0.866349,0
71,PDL-Hinf(d=0.85),0.058147,0.0904186,0.549786,0.253107,0.189344,0.8,0.6838,2.05676,1.36791,37.5474,0.00333333,0.166667,0.09,0.839766,0
72,Proposed,0.025532,0.0291049,0.299844,0.0693768,0.0628855,0.400376,0.414297,0.0587739,0.292971,26.2689,0,0.0466667,0,0.972167,0
72,PDL-Hinf(d=0.95),0.0879178,0.103738,0.915543,0.39087,0.283419,0.497058,0.609901,0.229364,0.66808,55.598,0,0.12,0.04,0.955112,0
72,PDL-Hinf(d=0.90),0.134645,0.255138,1.34272,0.758247,0.392321,0.765048,0.753695,0.667348,1.64224,106.269,0,0.373333,0.326667,0.924447,0
72,PDL-Hinf(d=0.85),252.814,613.044,1484.39,3109.67,1277.75,0.697908,0.8,0.263952,7.50551,1.85045e+08,0,0.94,0.926667,0.904344,1
73,Proposed,0.0170241,0.0230621,0.188595,0.086082,0.0527101,0.456203,0.51025,0.0540139,0.381979,17.9844,0,0.0466667,0,0.969998,0
73,PDL-Hinf(d=0.95),0.0626609,0.0728359,0.663846,0.214434,0.205518,0.40408,0.742926,0.140233,0.779154,37.5026,0,0.08,0.0433333,0.942959,0
73,PDL-Hinf(d=0.90),0.0754829,0.109068,0.765529,0.280426,0.236088,0.53317,0.721151,0.447764,1.16875,49.0967,0,0.136667,0.08,0.867132,0
73,PDL-Hinf(d=0.85),0.0843903,0.130244,0.828984,0.326407,0.258867,0.622866,0.724444,1.31792,1.69168,56.1798,0,0.21,0.136667,0.828981,0
74,Proposed,0.0150876,0.0184261,0.160097,0.0951061,0.0517043,0.545962,0.447941,0.0619768,0.31366,17.9656,0,0.06,0,0.944436,0
74,PDL-Hinf(d=0.95),0.0436097,0.0555301,0.433674,0.179125,0.164709,0.521839,0.630815,0.156001,0.740813,27.3757,0,0.12,0.04,0.885647,0
74,PDL-Hinf(d=0.90),0.066165,0.114609,0.686718,0.305491,0.201477,0.793921,0.773297,0.429374,2.05492,42.5167,0.00333333,0.566667,0.386667,0.880761,0
74,PDL-Hinf(d=0.85),0.840715,0.90876,9.58928,1.79575,1.74272,0.726284,0.8,0.322944,8.27002,1363.48,0,0.996667,0.98,0.870913,0
75,Proposed,0.0249264,0.0290177,0.287691,0.0700197,0.06362,0.400376,0.418537,0.0585176,0.319193,25.389,0,0.0466667,0,0.967225,0
75,PDL-Hinf(d=0.95),0.082164,0.0983332,0.848604,0.376724,0.270839,0.525392,0.636141,0.233882,0.721469,51.4002,0,0.123333,0.0433333,0.945985,0
75,PDL-Hinf(d=0.90),0.135614,0.280242,1.37997,0.73298,0.374214,0.8,0.782055,0.64689,1.88839,109.019,0.01,0.446667,0.393333,0.904192,0
75,PDL-Hinf(d=0.85),249.762,548.135,1451.73,2808.63,1275.27,0.790855,0.8,0.269003,7.65999,1.54877e+08,0,0.94,0.926667,0.878495,1
76,Proposed,0.0174392,0.0224812,0.192799,0.0760536,0.0528179,0.43661,0.468684,0.0582341,0.273556,19.5875,0,0.0433333,0,0.967634,0
76,PDL-Hinf(d=0.95),0.0651993,0.0774935,0.687504,0.224767,0.213678,0.575932,0.651987,0.165757,0.549841,39.4632,0,0.0666667,0.0333333,0.939955,0
76,PDL-Hinf(d=0.90),0.0784649,0.114081,0.78975,0.289233,0.245442,0.585124,0.661065,0.471373,0.887894,51.4101,0,0.113333,0.0633333,0.863613,0
76,PDL-Hinf(d=0.85),0.0892493,0.135005,0.863204,0.362459,0.273555,0.676362,0.698585,1.41135,1.45003,59.924,0,0.22,0.14,0.824594,0
77,Proposed,0.0153465,0.0202606,0.164065,0.102312,0.0507968,0.452109,0.51244,0.0529146,0.355716,15.7973,0,0.05,0.00333333,0.950851,0
77,PDL-Hinf(d=0.95),0.0404299,0.0497844,0.414863,0.159228,0.14719,0.434628,0.689938,0.130112,0.659312,25.5148,0,0.08,0.0433333,0.87713,0
77,PDL-Hinf(d=0.90),0.0486285,0.0720114,0.464974,0.198698,0.169407,0.6392,0.670279,0.391504,1.03468,30.57,0,0.163333,0.0766667,0.86467,0
77,PDL-Hinf(d=0.85),0.0562824,0.0823319,0.528484,0.246548,0.186176,0.8,0.700059,1.03647,1.73666,34.9083,0.00333333,0.346667,0.226667,0.849918,0
78,Proposed,0.0216908,0.0252578,0.253879,0.0593213,0.0533852,0.400376,0.415373,0.06267,0.212117,23.9582,0,0.04,0,0.969926,0
78,PDL-Hinf(d=0.95),0.0781582,0.0905683,0.825097,0.280533,0.247433,0.674558,0.486078,0.245497,0.466932,48.7031,0,0.0766667,0,0.949495,0
78,PDL-Hinf(d=0.90),0.0963216,0.130566,0.961151,0.435727,0.300838,0.8,0.58809,0.806454,0.842498,66.3577,0.00333333,0.143333,0.0933333,0.910492,0
78,PDL-Hinf(d=0.85),0.119142,0.174879,1.14385,0.598194,0.357026,0.8,0.8,2.33874,1.84326,90.4878,0.02,0.303333,0.266667,0.885098,0
79,Proposed,0.0154539,0.01857,0.171891,0.0583681,0.045515,0.400376,0.410948,0.0589833,0.236771,19.4741,0,0.0466667,0,0.930182,0
79,PDL-Hinf(d=0.95),0.0465907,0.0582532,0.454897,0.262398,0.174976,0.662443,0.53112,0.237623,0.497161,29.628,0,0.11,0.0266667,0.885287,0
79,PDL-Hinf(d=0.90),0.0759043,0.15546,0.737695,0.451394,0.225589,0.8,0.601658,0.669332,1.35651,53.9461,0.00333333,0.366667,0.316667,0.857909,0
79,PDL-Hinf(d=0.85),19.6541,36.2111,154.842,127.166,72.3639,0.8,0.8,0.285927,7.33663,690180,0.00333333,0.94,0.926667,0.832725,1
80,Proposed,0.0188673,0.0247696,0.213584,0.076099,0.056032,0.448375,0.448912,0.0612826,0.349154,19.4189,0,0.05,0,0.943329,0
80,PDL-Hinf(d=0.95),0.0533529,0.0667093,0.554323,0.194427,0.183497,0.781486,0.589667,0.180508,0.76045,32.6597,0,0.07,0.0366667,0.899291,0
80,PDL-Hinf(d=0.90),0.0657133,0.0934831,0.631548,0.293301,0.216145,0.713609,0.657353,0.46828,1.19943,41.0242,0,0.193333,0.106667,0.869958,0
80,PDL-Hinf(d=0.85),0.0809371,0.122822,0.775478,0.386758,0.245478,0.8,0.768756,1.15903,2.13403,51.4658,0.01,0.42,0.33,0.842064,0
81,Proposed,0.0154187,0.0205793,0.175393,0.0547967,0.0451049,0.400376,0.459216,0.0573053,0.232571,18.7122,0,0.0333333,0,0.962506,0
81,PDL-Hinf(d=0.95),0.0583865,0.0691065,0.61408,0.20344,0.194065,0.700042,0.606081,0.22889,0.474662,35.5313,0,0.0566667,0.0266667,0.922344,0
81,PDL-Hinf(d=0.90),0.0702197,0.102904,0.702404,0.265128,0.221479,0.633518,0.639257,0.716407,0.768707,45.6012,0,0.0766667,0.0533333,0.873158,0
81,PDL-Hinf(d=0.85),0.0788995,0.121163,0.761634,0.335516,0.24701,0.8,0.686488,2.42303,1.4394,52.85,0.00666667,0.163333,0.103333,0.842622,0
82,Proposed,0.0179841,0.0235707,0.200233,0.0776161,0.0541045,0.420983,0.475485,0.0566049,0.292731,19.3878,0,0.0466667,0,0.965761,0
82,PDL-Hinf(d=0.95),0.0639778,0.0760347,0.675968,0.220604,0.210221,0.477349,0.67633,0.160378,0.630048,38.599,0,0.07,0.0333333,0.934655,0
82,PDL-Hinf(d=0.90),0.0767645,0.111982,0.771872,0.282294,0.240744,0.50376,0.679644,0.477821,1.00931,50.0445,0,0.126667,0.0633333,0.866713,0
82,PDL-Hinf(d=0.85),0.0873451,0.13216,0.843994,0.355507,0.270442,0.8,0.709358,1.43513,1.59893,58.1539,0.00333333,0.23,0.16,0.832804,0
83,Proposed,0.0180969,0.0262341,0.199121,0.107422,0.0553137,0.400376,0.571526,0.0460003,0.562639,14.7559,0,0.0533333,0.00666667,0.956516,0
83,PDL-Hinf(d=0.95),0.0420473,0.0469566,0.442087,0.163377,0.145968,0.40408,0.765638,0.121922,1.14305,25.7879,0,0.106667,0.0566667,0.887569,0
83,PDL-Hinf(d=0.90),0.0496296,0.0713874,0.488831,0.174032,0.162281,0.411628,0.750237,0.368919,1.57365,31.28,0,0.176667,0.1,0.866925,0
83,PDL-Hinf(d=0.85),0.0547812,0.0834793,0.522646,0.197049,0.175113,0.734198,0.761572,1.02536,2.09794,34.0117,0,0.283333,0.176667,0.846804,0
84,Proposed,0.0107027,0.0134682,0.122224,0.0492383,0.0338209,0.400376,0.457318,0.058469,0.219449,15.9748,0,0.03,0,0.947329,0
84,PDL-Hinf(d=0.95),0.0376494,0.0454559,0.384911,0.14187,0.135282,0.703989,0.55516,0.238472,0.370647,24.8323,0,0.0533333,0.01,0.88148,0
84,PDL-Hinf(d=0.90),0.0454297,0.0676817,0.437264,0.198188,0.154514,0.597744,0.564838,0.78404,0.610296,29.7834,0,0.08,0.0466667,0.856085,0
84,PDL-Hinf(d=0.85),0.0513432,0.0778721,0.475588,0.266507,0.173991,0.8,0.592054,2.65315,1.297,34.4873,0.0133333,0.146667,0.11,0.831935,0
85,Proposed,0.0156712,0.0262269,0.170927,0.117187,0.0505971,0.446201,0.571215,0.050601,0.587335,14.832,0,0.0533333,0.01,0.964206,0
85,PDL-Hinf(d=0.95),0.0440305,0.0523153,0.455634,0.16945,0.157519,0.40408,0.770473,0.114761,0.939894,27.0978,0,0.1,0.0566667,0.926677,0
85,PDL-Hinf(d=0.90),0.0533767,0.0800929,0.52267,0.215484,0.17894,0.408743,0.747954,0.34064,1.27918,33.6522,0,0.156667,0.0966667,0.850766,0
85,PDL-Hinf(d=0.85),0.059657,0.0946925,0.569601,0.242434,0.19692,0.8,0.787777,0.935276,1.93043,37.4671,0.00333333,0.306667,0.166667,0.839586,0
86,Proposed,0.013953,0.0189005,0.15625,0.0653154,0.0445556,0.419638,0.472594,0.0565618,0.277376,16.6004,0,0.0366667,0,0.948553,0
86,PDL-Hinf(d=0.95),0.0435806,0.0528064,0.450649,0.161224,0.153341,0.530832,0.608567,0.184389,0.518924,27.3664,0,0.06,0.0333333,0.895499,0
86,PDL-Hinf(d=0.90),0.0520599,0.0777861,0.505703,0.209346,0.174147,0.443342,0.627064,0.578075,0.803252,33.1555,0,0.0866667,0.0566667,0.868819,0
86,PDL-Hinf(d=0.85),0.058758,0.0892448,0.550563,0.269371,0.192885,0.8,0.662606,1.83118,1.38436,37.5102,0.00333333,0.183333,0.12,0.842498,0
87,Proposed,0.0175726,0.0255956,0.195386,0.11512,0.0545292,0.400376,0.580099,0.0473078,0.603195,14.2557,0,0.0533333,0.01,0.958313,0
87,PDL-Hinf(d=0.95),0.0397494,0.0442937,0.416268,0.157189,0.138642,0.40408,0.770361,0.119665,1.09705,24.7021,0,0.106667,0.06,0.896346,0
87,PDL-Hinf(d=0.90),0.0471874,0.0681345,0.4654,0.165788,0.153193,0.54078,0.750789,0.366958,1.46811,29.8999,0,0.173333,0.1,0.860436,0
87,PDL-Hinf(d=0.85),0.0517773,0.0800538,0.496465,0.184398,0.165136,0.709364,0.771862,1.00846,1.93749,32.3284,0,0.26,0.156667,0.842102,0
88,Proposed,0.0267387,0.0348606,0.310147,0.075962,0.0690547,0.400376,0.459813,0.0601839,0.53261,23.864,0,0.0533333,0,0.962238,0
88,PDL-Hinf(d=0.95),0.076846,0.0923996,0.811296,0.260013,0.24639,0.532908,0.752404,0.16225,1.27874,46.9789,0,0.103333,0.04,0.934341,0
88,PDL-Hinf(d=0.90),0.0996446,0.132003,0.985609,0.423844,0.300663,0.456448,0.778836,0.401403,2.04421,66.1022,0,0.316667,0.18,0.867668,0
88,PDL-Hinf(d=0.85),0.300203,0.519766,3.35396,1.44637,0.76243,0.656263,0.8,0.419849,6.52964,277.372,0,0.96,0.876667,0.829063,0
89,Proposed,0.0133852,0.0166397,0.145963,0.077828,0.0443138,0.400376,0.478781,0.0571704,0.291187,16.7778,0,0.0433333,0,0.958018,0
89,PDL-Hinf(d=0.95),0.0472939,0.0575164,0.48909,0.176889,0.166377,0.667683,0.621847,0.16677,0.478162,29.3184,0,0.0633333,0.0333333,0.907985,0
89,PDL-Hinf(d=0.90),0.0571316,0.0853848,0.557439,0.229497,0.190689,0.712956,0.616836,0.495839,0.751616,36.3793,0,0.106667,0.0566667,0.850274,0
89,PDL-Hinf(d=0.85),0.0648268,0.0989908,0.610362,0.294118,0.211473,0.789269,0.637335,1.44779,1.28538,41.3595,0,0.193333,0.13,0.825757,0
90,Proposed,0.0131885,0.0163838,0.151351,0.0396615,0.0372621,0.400376,0.422164,0.061341,0.186186,17.8369,0,0.0233333,0,0.930477,0
90,PDL-Hinf(d=0.95),0.0412217,0.0511999,0.419811,0.165328,0.146553,0.772532,0.486448,0.277404,0.390729,26.7983,0,0.06,0,0.893752,0
90,PDL-Hinf(d=0.90),0.0498596,0.0723633,0.471171,0.250605,0.171151,0.8,0.52829,0.903977,0.707727,32.4657,0.00333333,0.116667,0.0566667,0.86709,0
90,PDL-Hinf(d=0.85),0.0588142,0.0824869,0.534647,0.329361,0.193317,0.8,0.644337,2.94118,1.5189,39.6,0.02,0.213333,0.193333,0.840972,0
91,Proposed,0.0119544,0.0143935,0.136693,0.0476093,0.0364137,0.400376,0.439887,0.0588952,0.198744,17.7086,0,0.03,0,0.95631,0
91,PDL-Hinf(d=0.95),0.0485833,0.0587531,0.50181,0.178813,0.16823,0.798578,0.529651,0.233357,0.346323,30.4214,0.00333333,0.0633333,0.0133333,0.900705,0
91,PDL-Hinf(d=0.90),0.0585972,0.0870765,0.572691,0.248082,0.192237,0.639055,0.540387,0.71029,0.574039,37.791,0,0.0866667,0.0433333,0.854513,0
91,PDL-Hinf(d=0.85),0.0671399,0.100972,0.626757,0.33075,0.21778,0.8,0.572603,2.29686,1.23774,44.5409,0.00666667,0.17,0.13,0.827554,0
92,Proposed,0.0157013,0.0198138,0.179411,0.0481383,0.0445067,0.400376,0.441005,0.0579212,0.216213,18.7973,0,0.03,0,0.952062,0
92,PDL-Hinf(d=0.95),0.0531456,0.0642268,0.553996,0.189115,0.180293,0.684693,0.555666,0.23756,0.456707,32.7129,0,0.0533333,0.0133333,0.903291,0
92,PDL-Hinf(d=0.90),0.0633685,0.0939029,0.623516,0.257527,0.204671,0.8,0.58073,0.774573,0.765653,40.7875,0.00333333,0.0933333,0.0566667,0.87349,0
92,PDL-Hinf(d=0.85),0.0721428,0.108083,0.681697,0.334014,0.229158,0.8,0.618026,2.50419,1.45618,47.5688,0.00666667,0.183333,0.136667,0.844137,0
93,Proposed,0.0198565,0.0261739,0.21544,0.105759,0.0625334,0.436137,0.520278,0.0499475,0.38644,19.0163,0,0.0533333,0.00333333,0.968435,0
93,PDL-Hinf(d=0.95),0.0657434,0.0782187,0.694737,0.229624,0.218384,0.40408,0.757994,0.122063,0.953972,39.3952,0,0.103333,0.0533333,0.941161,0
93,PDL-Hinf(d=0.90),0.0789454,0.114317,0.790002,0.298488,0.253282,0.464724,0.74338,0.360545,1.507,51.3513,0,0.196667,0.0933333,0.884909,0
93,PDL-Hinf(d=0.85),0.0907016,0.136753,0.870496,0.359283,0.286373,0.628237,0.781106,0.890536,2.31255,60.2061,0,0.356667,0.24,0.845087,0
94,Proposed,0.0108014,0.0124309,0.125628,0.0453429,0.0323498,0.400376,0.452991,0.0597719,0.257017,17.2034,0,0.0266667,0,0.963266,0
94,PDL-Hinf(d=0.95),0.0502566,0.0592837,0.522827,0.180856,0.171867,0.8,0.552935,0.262319,0.41085,31.3439,0.00333333,0.0533333,0.0133333,0.926595,0
94,PDL-Hinf(d=0.90),0.0615149,0.0904083,0.607298,0.248692,0.197991,0.8,0.560516,0.82749,0.651993,40.0934,0.00333333,0.0766667,0.0466667,0.846689,0
94,PDL-Hinf(d=0.85),0.0695399,0.107062,0.663821,0.327142,0.224635,0.8,0.593279,2.81822,1.33319,46.9242,0.0133333,0.12,0.09,0.820516,0
95,Proposed,0.0134169,0.0154887,0.153479,0.0389957,0.0369376,0.400376,0.415139,0.0638283,0.156156,19.4457,0,0.0333333,0,0.956571,0
95,PDL-Hinf(d=0.95),0.0537475,0.0649773,0.553477,0.21829,0.185098,0.545688,0.46182,0.259903,0.305839,33.6328,0,0.0633333,0,0.910714,0
95,PDL-Hinf(d=0.90),0.0680405,0.0944112,0.643502,0.37708,0.230235,0.8,0.478292,0.881153,0.673814,45.1178,0.00333333,0.13,0.0966667,0.852728,0
95,PDL-Hinf(d=0.85),0.0975472,0.179633,1.00016,0.499042,0.2662,0.8,0.8,2.09234,2.58185,83.5286,0.00666667,0.51,0.476667,0.824593,0
96,Proposed,0.0140249,0.0186453,0.156103,0.0791451,0.0439472,0.400376,0.516867,0.0544515,0.450742,15.6754,0,0.0433333,0,0.965182,0
96,PDL-Hinf(d=0.95),0.0484729,0.0567831,0.507077,0.176466,0.16745,0.522643,0.719504,0.160918,0.746588,29.655,0,0.07,0.0366667,0.92778,0
96,PDL-Hinf(d=0.90),0.0590474,0.0876445,0.587391,0.229047,0.191387,0.412197,0.700522,0.51415,1.035,37.7517,0,0.11,0.07,0.851456,0
96,PDL-Hinf(d=0.85),0.0659647,0.104641,0.638484,0.258267,0.205283,0.8,0.736697,1.64016,1.52103,42.492,0.00333333,0.176667,0.11,0.825579,0
97,Proposed,0.0251889,0.0317509,0.292052,0.0814916,0.0677505,0.400376,0.442952,0.0602481,0.415866,24.7188,0,0.0666667,0,0.969547,0
97,PDL-Hinf(d=0.95),0.0819052,0.0968,0.856252,0.306787,0.266438,0.636818,0.709058,0.165168,1.02794,50.711,0,0.126667,0.04,0.949401,0
97,PDL-Hinf(d=0.90),0.108986,0.157675,1.0727,0.503703,0.329659,0.653342,0.76494,0.387342,1.86835,75.1896,0,0.34,0.25,0.912765,0
97,PDL-Hinf(d=0.85),1.23302,1.63657,12.1165,4.28307,2.9993,0.8,0.8,0.290644,7.38906,2499.28,0.00666667,0.983333,0.946667,0.888114,0
98,Proposed,0.0108789,0.0119402,0.124509,0.0546745,0.0333063,0.400376,0.452704,0.064064,0.310754,17.3719,0,0.0366667,0,0.964914,0
98,PDL-Hinf(d=0.95),0.0511985,0.0611105,0.531509,0.186315,0.175738,0.629879,0.537335,0.204645,0.441438,31.8619,0,0.0666667,0.0233333,0.931854,0
98,PDL-Hinf(d=0.90),0.0628608,0.0925787,0.619497,0.26321,0.204695,0.735931,0.53562,0.632975,0.665952,40.8334,0,0.09,0.05,0.838272,0
98,PDL-Hinf(d=0.85),0.0719334,0.109667,0.677908,0.338786,0.230449,0.8,0.569011,1.91824,1.27803,48.2927,0.00666667,0.2,0.116667,0.804568,0
99,Proposed,0.0193764,0.0301632,0.218845,0.125398,0.0573343,0.400376,0.632955,0.0406993,0.832375,13.4677,0,0.0566667,0.0133333,0.963195,0
99,PDL-Hinf(d=0.95),0.0381251,0.0439511,0.408068,0.170784,0.124926,0.40408,0.8,0.111152,1.46657,23.6116,0,0.143333,0.08,0.916761,0
99,PDL-Hinf(d=0.90),0.0452749,0.0615363,0.456025,0.162373,0.135205,0.408743,0.779712,0.329886,1.922,28.8647,0,0.236667,0.133333,0.855417,0
99,PDL-Hinf(d=0.85),0.0496883,0.0747222,0.485985,0.169983,0.143289,0.53635,0.787236,0.889902,2.4569,31.378,0,0.356667,0.206667,0.838767,0
